TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
br.com.kvervandi.geo.CalculadoraGeometrica,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9302944862155389,339,324
